ID,Pred
1,0.5301800966262817
2,0.5301800966262817
3,0.5301800966262817
4,0.5301800966262817
5,0.5301800966262817
6,0.5301800966262817
7,0.5301800966262817
8,0.5301800966262817
9,0.5301800966262817
10,0.5301800966262817
11,0.5301800966262817
12,0.5301800966262817
13,0.5301800966262817
14,0.5301801562309265
15,0.5301800966262817
16,0.5301800966262817
17,0.5301800966262817
18,0.5301800966262817
19,0.5301800966262817
20,0.5301800966262817
21,0.5301800966262817
22,0.5301800966262817
23,0.5301800966262817
24,0.5301801562309265
25,0.5301800966262817
26,0.5301800966262817
27,0.5301800966262817
28,0.5301800966262817
29,0.5301800966262817
30,0.5301800966262817
31,0.5301800966262817
32,0.5301800966262817
33,0.5301800966262817
34,0.5301800966262817
35,0.5301800966262817
36,0.5301800966262817
37,0.5301800966262817
38,0.5301800966262817
39,0.5301800966262817
40,0.5301800966262817
41,0.5301800966262817
42,0.5301800966262817
43,0.5301800966262817
44,0.5301800966262817
45,0.5301800966262817
46,0.5301800966262817
47,0.5301800966262817
48,0.5301800966262817
49,0.5301800966262817
50,0.5301800966262817
51,0.5301800966262817
52,0.5301800966262817
53,0.5301800966262817
54,0.5301800966262817
55,0.5301800966262817
56,0.5301800966262817
57,0.5301800966262817
58,0.5301800966262817
59,0.5301800966262817
60,0.5301800966262817
61,0.5301800966262817
62,0.5301800966262817
63,0.5301800966262817
64,0.5301800966262817
65,0.5301800966262817
66,0.5301800966262817
67,0.5301800966262817
68,0.5301800966262817
69,0.5301800966262817
70,0.5301800966262817
71,0.5301800966262817
72,0.5301800966262817
73,0.5301800966262817
74,0.5301800966262817
75,0.5301800966262817
76,0.5301800966262817
77,0.5301800966262817
78,0.5301800966262817
79,0.5301800966262817
80,0.5301800966262817
81,0.5301800966262817
82,0.5301800966262817
83,0.5301800966262817
84,0.5301800966262817
85,0.5301800966262817
86,0.5301800966262817
87,0.5301800966262817
88,0.5301800966262817
89,0.5301800966262817
90,0.5301800966262817
91,0.5301800966262817
92,0.5301800966262817
93,0.5301800966262817
94,0.5301800966262817
95,0.5301800966262817
96,0.5301800966262817
97,0.5301800966262817
98,0.5301800966262817
99,0.5301800966262817
100,0.5301800966262817
101,0.5301800966262817
102,0.5301800966262817
103,0.5301800966262817
104,0.5301800966262817
105,0.5301800966262817
106,0.5301800966262817
107,0.5301800966262817
108,0.5301800966262817
109,0.5301800966262817
110,0.5301800966262817
111,0.5301800966262817
112,0.5301800966262817
113,0.5301800966262817
114,0.5301800966262817
115,0.5301800966262817
116,0.5301800966262817
117,0.5301800966262817
118,0.5301800966262817
119,0.5301800966262817
120,0.5301800966262817
121,0.5301800966262817
122,0.5301800966262817
123,0.5301800966262817
124,0.5301800966262817
125,0.5301800966262817
